tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2023-0403,Miami Masters,Hard,128,M,20230320,300,106421,4,,Daniil Medvedev,R,198,RUS,27.1,206173,10,,Jannik Sinner,R,191,ITA,21.5,7-5 6-3,3,F,94,9,6,63,37,32,12,11,4,6,6,0,63,35,24,9,10,2,6,5,4330,11,2925
2014-403,Miami Masters,Hard,96,M,20140319,95,104925,2,,Novak Djokovic,R,188,SRB,26.8,104745,1,,Rafael Nadal,L,185,ESP,27.7,6-3 6-3,3,F,84,5,0,49,35,30,8,9,1,1,2,1,52,37,22,7,9,1,4,2,10900,1,13130
2024-0403,Miami Masters,Hard,128,M,20240318,300,206173,2,,Jannik Sinner,R,191,ITA,22.5,105777,11,,Grigor Dimitrov,R,191,BUL,32.8,6-3 6-1,3,F,73,4,1,43,24,21,12,8,1,1,6,1,50,32,19,9,8,4,8,3,8310,12,2935
2008-403,Miami Masters,Hard,96,M,20080327,95,103786,4,,Nikolay Davydenko,R,178,RUS,26.8,104745,2,,Rafael Nadal,L,185,ESP,21.8,6-4 6-2,3,F,91,3,2,47,30,24,10,9,2,3,0,1,50,35,21,6,9,2,6,4,2710,2,5705
2004-403,Miami Masters,Hard,96,M,20040322,95,104053,2,,Andy Roddick,R,188,USA,21.5,103909,3,,Guillermo Coria,R,175,ARG,22.1,6-7(2) 6-3 6-1 RET,3,F,122,12,2,74,45,39,17,14,1,2,4,1,107,81,43,15,14,7,12,3,4335,4,3290
2011-403,Miami Masters,Hard,96,M,20110323,95,104925,2,,Novak Djokovic,R,188,SRB,23.8,104745,1,,Rafael Nadal,L,185,ESP,24.7,4-6 6-3 7-6(4),3,F,202,3,0,95,54,36,29,16,2,4,5,6,110,66,46,20,15,7,9,2,8710,1,12630
2017-M007,Miami Masters,Hard,128,M,20170320,300,103819,4,,Roger Federer,R,185,SUI,35.6,104745,5,,Rafael Nadal,L,185,ESP,30.7,6-3 6-4,3,F,94,5,1,62,39,34,11,10,4,4,4,1,65,41,27,12,9,7,9,6,4305,7,4145
2000-403,Miami Masters,Hard,96,M,20000320,95,101948,2,,Pete Sampras,R,185,USA,28.6,102856,6,,Gustavo Kuerten,R,190,BRA,23.5,6-1 6-7(2) 7-6(5) 7-6(8),5,F,198,20,9,148,94,75,30,22,5,6,16,4,159,90,61,43,21,11,14,2,2932,6,2147
2007-403,Miami Masters,Hard,96,M,20070319,95,104925,10,,Novak Djokovic,R,188,SRB,19.8,103084,,Q,Guillermo Canas,R,185,ARG,29.3,6-3 6-2 6-4,5,F,140,7,1,96,64,44,23,14,5,5,6,5,69,37,24,16,13,3,7,10,2060,55,652
2022-0403,Miami Masters,Hard,128,M,20220321,300,207989,14,,Carlos Alcaraz,R,185,ESP,18.8,134770,6,,Casper Ruud,R,183,NOR,23.2,7-5 6-4,3,F,112,6,2,68,48,36,9,11,6,8,5,3,73,43,26,16,11,5,9,16,2414,8,3870
2021-0403,Miami Masters,Hard,128,M,20210322,300,128034,26,,Hubert Hurkacz,R,196,POL,24.1,206173,21,,Jannik Sinner,R,188,ITA,19.5,7-6(4) 6-4,3,F,103,3,1,69,49,34,7,11,0,3,1,5,78,47,26,15,11,7,11,37,1645,31,1789
2013-403,Miami Masters,Hard,96,M,20130320,95,104918,2,,Andy Murray,R,190,GBR,25.8,103970,3,,David Ferrer,R,175,ESP,30.9,2-6 6-4 7-6(1),3,F,165,2,7,110,60,37,19,15,6,14,4,4,98,55,34,14,15,8,15,3,8350,5,6630
2018-M007,Miami Masters,Hard,128,M,20180319,300,104545,14,,John Isner,R,206,USA,32.8,100644,4,,Alexander Zverev,R,198,GER,20.9,6-7(4) 6-4 6-4,3,F,149,18,2,96,66,54,18,16,3,3,10,6,108,72,52,22,16,10,12,17,2170,5,4505
1999-403,Miami Masters,Hard,96,M,19990315,95,101990,7,,Richard Krajicek,R,196,NED,27.2,103206,,,Sebastien Grosjean,R,175,FRA,20.7,4-6 6-1 6-2 7-5,5,F,161,26,5,116,60,51,25,19,5,8,2,3,122,75,45,22,18,11,18,7,2677,74,657
2016-M007,Miami Masters,Hard,128,M,20160321,300,104925,1,,Novak Djokovic,R,188,SRB,28.8,105453,6,,Kei Nishikori,R,178,JPN,26.2,6-3 6-3,3,F,86,0,2,43,28,22,9,9,0,2,0,5,66,34,18,14,9,4,9,1,16540,6,4070
2001-403,Miami Masters,Hard,96,M,20010319,95,101736,3,,Andre Agassi,R,180,USA,30.8,102998,19,,Jan Michael Gambill,R,190,USA,23.7,7-6(4) 6-1 6-0,5,F,111,8,2,80,61,45,12,13,0,1,9,4,73,30,22,17,12,2,8,3,3365,19,1430
2019-M007,Miami Masters,Hard,128,M,20190318,300,103819,4,,Roger Federer,R,185,SUI,37.6,104545,7,,John Isner,R,206,USA,33.8,6-1 6-4,3,F,63,6,1,35,20,20,12,8,0,0,9,2,53,39,23,7,9,6,10,5,4600,9,3485
1998-403,Miami Masters,Hard,96,M,19980316,95,102701,3,,Marcelo Rios,L,175,CHI,22.2,101736,29,,Andre Agassi,R,180,USA,27.8,7-5 6-3 6-4,5,F,117,12,2,91,59,46,19,16,0,1,5,4,98,49,40,19,15,8,12,3,3235,31,1216
2009-403,Miami Masters,Hard,96,M,20090325,95,104918,4,,Andy Murray,R,190,GBR,21.8,104925,3,,Novak Djokovic,R,188,SRB,21.8,6-2 7-5,3,F,103,8,0,61,36,27,13,10,3,5,2,5,73,45,24,12,10,6,11,4,7850,3,8420
2010-403,Miami Masters,Hard,96,M,20100324,95,104053,6,,Andy Roddick,R,188,USA,27.5,104607,16,,Tomas Berdych,R,196,CZE,24.5,7-5 6-4,3,F,103,13,2,60,37,29,16,11,0,0,7,3,69,34,25,20,11,3,5,8,3960,20,1760
2015-403,Miami Masters,Hard,96,M,20150325,95,104925,1,,Novak Djokovic,R,188,SRB,27.8,104918,3,,Andy Murray,R,190,GBR,27.8,7-6(3) 4-6 6-0,3,F,167,4,4,92,57,36,19,14,3,6,8,3,107,63,40,19,14,13,18,1,13205,4,5695
2005-403,Miami Masters,Hard,96,M,20050321,95,103819,1,,Roger Federer,R,185,SUI,23.6,104745,29,,Rafael Nadal,L,185,ESP,18.7,2-6 6-7(4) 7-6(5) 6-3 6-1,5,F,223,9,9,151,90,67,30,24,4,9,4,4,156,100,64,32,24,6,13,1,6050,31,1065
2006-403,Miami Masters,Hard,96,M,20060320,95,103819,1,,Roger Federer,R,185,SUI,24.6,103344,6,,Ivan Ljubicic,R,193,CRO,27,7-6(5) 7-6(4) 7-6(6),5,F,177,8,3,124,78,58,29,18,5,7,21,3,121,68,53,31,18,5,7,1,6935,6,2295
2012-403,Miami Masters,Hard,96,M,20120321,95,104925,1,,Novak Djokovic,R,188,SRB,24.8,104918,4,,Andy Murray,R,190,GBR,24.8,6-1 7-6(4),3,F,138,5,2,71,47,35,15,10,1,1,6,3,85,47,29,20,9,6,8,1,12670,4,7450
2003-403,Miami Masters,Hard,96,M,20030317,95,101736,2,,Andre Agassi,R,180,USA,32.8,102845,5,,Carlos Moya,R,190,ESP,26.5,6-3 6-3,3,F,71,8,1,55,39,31,9,9,3,3,3,1,53,26,13,16,9,3,6,2,4295,5,2625
2003-408,Milan,Carpet,32,A,20030127,31,103280,,,Martin Verkerk,R,196,NED,24.2,102338,5,,Yevgeny Kafelnikov,R,190,RUS,28.9,6-4 5-7 7-5,3,F,122,30,3,95,66,50,20,17,4,5,10,2,108,65,52,19,17,6,8,90,439,26,1190
2005-408,Milan,Carpet,32,A,20050131,31,104417,5,,Robin Soderling,R,193,SWE,20.4,103285,4,,Radek Stepanek,R,185,CZE,26.1,6-3 6-7(2) 7-6(5),3,F,117,18,1,96,60,53,25,17,0,0,15,8,104,72,59,18,16,3,4,37,920,30,1040
2001-408,Milan,Carpet,32,A,20010129,31,103819,7,,Roger Federer,R,185,SUI,19.4,102369,,,Julien Boutter,R,190,FRA,26.8,6-4 6-7(7) 6-4,3,F,140,7,4,103,57,38,28,16,2,7,7,11,113,66,42,22,16,7,14,27,1080,67,609
2002-408,Milan,Carpet,32,A,20020128,31,102106,,,Davide Sanguinetti,R,188,ITA,29.4,103819,2,,Roger Federer,R,185,SUI,20.4,7-6(2) 4-6 6-1,3,F,125,8,3,111,78,53,16,15,10,13,5,5,97,57,39,19,14,9,13,87,457,13,1920
2004-408,Milan,Carpet,32,A,20040209,31,102179,,,Antony Dupuis,R,185,FRA,30.9,104339,,,Mario Ancic,R,196,CRO,19.8,6-4 6-7(12) 7-6(5),3,F,162,11,1,135,95,74,19,17,6,6,21,1,101,70,60,19,17,0,1,97,397,107,370
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,300,104926,13,,Fabio Fognini,R,178,ITA,31.8,105583,,,Dusan Lajovic,R,180,SRB,28.7,6-3 6-4,3,F,98,0,2,65,41,23,18,10,2,4,1,3,60,37,22,10,9,1,5,18,1885,48,950
2015-410,Monte Carlo Masters,Clay,56,M,20150412,55,104925,1,,Novak Djokovic,R,188,SRB,27.8,104607,6,,Tomas Berdych,R,196,CZE,29.5,7-5 4-6 6-3,3,F,163,2,5,102,60,40,21,16,6,10,1,0,108,48,36,27,15,9,14,1,13205,8,4510
2000-410,Monte Carlo Masters,Clay,64,M,20000417,63,101611,8,,Cedric Pioline,R,188,FRA,30.8,103103,,,Dominik Hrbaty,R,183,SVK,22.2,6-4 7-6(3) 7-6(6),5,F,160,12,5,127,61,48,33,17,7,10,7,7,113,57,42,22,17,4,8,12,1581,24,1080
2024-0410,Monte Carlo Masters,Clay,64,M,20240408,300,126774,12,,Stefanos Tsitsipas,R,193,GRE,25.6,134770,8,,Casper Ruud,R,183,NOR,25.2,6-1 6-4,3,F,96,3,1,73,35,21,26,8,8,8,2,1,55,36,24,7,9,4,8,12,3175,10,3465
2001-410,Monte Carlo Masters,Clay,64,M,20010416,63,102856,2,,Gustavo Kuerten,R,190,BRA,24.5,102271,,,Hicham Arazi,L,175,MAR,27.4,6-3 6-2 6-4,5,F,122,9,0,92,50,34,25,14,3,5,2,2,93,43,22,28,13,7,13,2,4150,53,725
2013-410,Monte Carlo Masters,Clay,56,M,20130414,55,104925,1,,Novak Djokovic,R,188,SRB,25.9,104745,3,,Rafael Nadal,L,185,ESP,26.8,6-2 7-6(1),3,F,112,2,0,61,38,24,14,10,3,6,2,3,78,56,31,7,10,7,12,1,12500,5,6385
2006-410,Monte Carlo Masters,Clay,64,M,20060417,63,104745,2,,Rafael Nadal,L,185,ESP,19.8,103819,1,,Roger Federer,R,185,SUI,24.6,6-2 6-7(2) 6-3 7-6(5),5,F,230,1,4,152,106,70,24,21,14,18,3,3,143,86,54,28,20,7,14,2,4135,1,6810
2018-0410,Monte Carlo Masters,Clay,64,M,20180416,300,104745,1,,Rafael Nadal,L,185,ESP,31.8,105453,,,Kei Nishikori,R,178,JPN,28.2,6-3 6-2,3,F,93,1,3,54,38,28,9,9,1,2,1,2,54,28,15,13,8,4,8,1,8770,36,1280
2002-410,Monte Carlo Masters,Clay,64,M,20020415,63,103507,2,,Juan Carlos Ferrero,R,183,ESP,22.1,102845,,,Carlos Moya,R,190,ESP,25.6,7-5 6-3 6-4,5,F,119,2,1,91,62,50,17,16,4,5,4,1,84,45,28,23,15,1,5,4,2560,26,1150
2017-0410,Monte Carlo Masters,Clay,64,M,20170417,300,104745,4,,Rafael Nadal,L,185,ESP,30.8,105077,15,,Albert Ramos,L,188,ESP,29.2,6-1 6-3,3,F,76,5,1,41,31,25,7,8,0,0,0,2,52,29,16,10,8,7,11,7,3735,24,1625
2010-410,Monte Carlo Masters,Clay,56,M,20100411,55,104745,2,,Rafael Nadal,L,185,ESP,23.8,104269,6,,Fernando Verdasco,L,188,ESP,26.4,6-0 6-1,3,F,86,2,1,45,31,20,9,6,5,5,2,3,53,31,12,7,7,8,14,3,6980,12,2725
2016-0410,Monte Carlo Masters,Clay,64,M,20160411,300,104745,5,,Rafael Nadal,L,185,ESP,29.8,104792,13,,Gael Monfils,R,193,FRA,29.6,7-5 5-7 6-0,3,F,166,1,4,95,67,47,8,15,8,13,4,7,98,63,33,14,15,13,21,5,4955,16,2220
2008-410,Monte Carlo Masters,Clay,56,M,20080420,55,104745,2,,Rafael Nadal,L,185,ESP,21.8,103819,1,,Roger Federer,R,185,SUI,26.7,7-5 7-5,3,F,103,1,2,63,51,32,5,12,1,5,5,0,75,47,28,8,12,1,7,2,5455,1,6425
1999-410,Monte Carlo Masters,Clay,56,M,19990419,55,102856,13,,Gustavo Kuerten,R,190,BRA,22.6,102701,9,,Marcelo Rios,L,175,CHI,23.3,6-4 2-1 RET,3,F,54,2,0,31,20,16,8,6,0,0,2,2,52,27,17,12,7,2,4,19,1631,13,2125
2004-410,Monte Carlo Masters,Clay,64,M,20040419,63,103909,3,,Guillermo Coria,R,175,ARG,22.2,102783,4,,Rainer Schuettler,R,180,GER,27.9,6-2 6-1 6-3,5,F,121,2,3,69,45,33,17,12,6,7,0,1,84,45,20,19,12,3,10,4,3230,6,2270
1998-410,Monte Carlo Masters,Clay,56,M,19980420,55,102845,14,,Carlos Moya,R,190,ESP,21.6,101611,10,,Cedric Pioline,R,188,FRA,28.8,6-3 6-0 7-5,5,F,117,5,1,79,49,31,17,14,3,7,1,6,90,50,21,16,13,11,20,18,1727,16,1771
2012-410,Monte Carlo Masters,Clay,56,M,20120415,55,104745,2,,Rafael Nadal,L,185,ESP,25.8,104925,1,,Novak Djokovic,R,188,SRB,24.9,6-3 6-1,3,F,79,3,1,38,26,22,6,8,0,1,0,0,48,30,12,10,8,3,8,2,9215,1,12670
2009-410,Monte Carlo Masters,Clay,56,M,20090412,55,104745,1,,Rafael Nadal,L,185,ESP,22.8,104925,3,,Novak Djokovic,R,188,SRB,21.8,6-3 2-6 6-1,3,F,163,2,1,87,57,35,14,12,6,11,4,3,87,54,30,11,12,7,14,1,14470,3,9010
2005-410,Monte Carlo Masters,Clay,64,M,20050411,63,104745,11,,Rafael Nadal,L,185,ESP,18.8,103909,6,,Guillermo Coria,R,175,ARG,23.2,6-3 6-1 0-6 7-5,5,F,189,3,0,120,89,52,17,17,11,16,1,3,110,65,40,17,17,13,20,17,1340,9,2045
2023-0410,Monte Carlo Masters,Clay,64,M,20230410,300,126094,5,,Andrey Rublev,R,188,RUS,25.4,208029,6,,Holger Rune,R,188,DEN,19.9,5-7 6-2 7-5,3,F,154,5,4,95,47,35,25,16,4,8,6,9,112,56,40,21,16,13,19,6,3470,9,3335
2021-0410,Monte Carlo Masters,Clay,64,M,20210412,300,126774,4,,Stefanos Tsitsipas,R,193,GRE,22.6,126094,6,,Andrey Rublev,R,188,RUS,23.4,6-3 6-3,3,F,71,3,1,47,28,24,13,9,0,0,1,0,54,30,24,8,9,0,3,5,7040,8,5400
2007-410,Monte Carlo Masters,Clay,56,M,20070415,55,104745,2,,Rafael Nadal,L,185,ESP,20.8,103819,1,,Roger Federer,R,185,SUI,25.6,6-4 6-4,3,F,95,1,1,66,52,38,8,10,3,3,3,4,66,36,26,13,10,6,8,2,4875,1,7290
2022-0410,Monte Carlo Masters,Clay,64,M,20220411,300,126774,3,,Stefanos Tsitsipas,R,193,GRE,23.6,200221,,,Alejandro Davidovich Fokina,R,183,ESP,22.8,6-3 7-6(3),3,F,96,3,1,61,45,32,8,11,1,4,1,1,68,52,27,9,10,2,6,5,5980,46,1095
2014-410,Monte Carlo Masters,Clay,56,M,20140413,55,104527,3,,Stan Wawrinka,R,183,SUI,29,103819,4,,Roger Federer,R,185,SUI,32.6,4-6 7-6(5) 6-2,3,F,134,5,2,93,54,43,22,15,1,3,3,1,103,69,51,15,15,4,7,3,5760,4,5355
2011-410,Monte Carlo Masters,Clay,56,M,20110410,55,104745,1,,Rafael Nadal,L,185,ESP,24.8,103970,4,,David Ferrer,R,175,ESP,29,6-4 7-5,3,F,137,0,3,83,51,33,18,11,5,7,0,2,70,36,25,15,11,7,11,1,12870,6,4600
2003-410,Monte Carlo Masters,Clay,64,M,20030414,63,103507,1,,Juan Carlos Ferrero,R,183,ESP,23.1,103909,,,Guillermo Coria,R,175,ARG,21.2,6-2 6-2,3,F,76,0,1,52,35,21,9,8,3,5,0,2,51,38,17,3,8,5,11,3,3135,26,1165
2019-0375,Montpellier,Hard,32,A,20190204,300,104542,,WC,Jo-Wilfried Tsonga,R,188,FRA,33.8,105732,7,,Pierre Hugues Herbert,R,188,FRA,27.8,6-4 6-2,3,F,73,6,1,45,31,27,9,9,0,0,6,3,50,30,19,13,9,1,4,210,245,44,983
2023-0375,Montpellier,Hard,32,A,20230206,300,206173,2,,Jannik Sinner,R,191,ITA,21.4,202195,,,Maxime Cressy,R,201,USA,25.7,7-6(3) 6-3,3,F,96,4,1,61,38,33,16,11,3,3,10,6,62,39,30,12,10,3,4,17,2195,51,857
2015-375,Montpellier,Hard,28,A,20150202,27,104755,4,,Richard Gasquet,R,185,FRA,28.6,105668,5,,Jerzy Janowicz,R,203,POL,24.2,3-0 RET,3,F,8,5,0,8,7,7,1,2,0,0,0,0,6,4,0,0,1,0,1,28,1350,44,925
2018-0375,Montpellier,Hard,32,A,20180205,300,106298,2,,Lucas Pouille,R,185,FRA,23.9,104755,5,,Richard Gasquet,R,185,FRA,31.6,7-6(2) 6-4,3,F,87,10,1,71,47,36,16,11,0,0,4,1,69,43,32,15,11,5,6,17,2235,33,1375
2013-375,Montpellier,Hard,28,A,20130204,27,104755,3,,Richard Gasquet,R,185,FRA,26.6,105332,8,,Benoit Paire,R,196,FRA,23.7,6-2 6-3,3,F,68,3,1,38,20,17,13,8,1,2,4,0,70,39,24,11,9,7,12,10,2720,43,900
2010-375,Montpellier,Hard,28,A,20101025,27,104792,3,,Gael Monfils,R,193,FRA,24.1,103344,4,,Ivan Ljubicic,R,193,CRO,31.6,6-2 5-7 6-1,3,F,112,11,6,95,67,49,12,14,5,7,6,3,74,41,29,14,13,1,6,15,2325,17,2100
2020-0375,Montpellier,Hard,32,A,20200203,300,104792,1,,Gael Monfils,R,193,FRA,33.4,105577,,PR,Vasek Pospisil,R,193,CAN,29.6,7-5 6-3,3,F,97,6,5,80,56,43,10,11,4,4,2,3,56,37,31,5,10,2,4,9,2700,132,402
2024-0375,Montpellier,Hard,32,A,20240129,300,122330,2,,Alexander Bublik,R,196,KAZ,26.6,106432,4,,Borna Coric,R,188,CRO,27.2,5-7 6-2 6-3,3,F,138,19,6,90,55,44,15,15,5,7,5,1,84,55,32,17,14,5,9,27,1459,37,1154
2017-0375,Montpellier,Hard,32,A,20170206,300,100644,4,,Alexander Zverev,R,198,GER,19.8,104755,3,,Richard Gasquet,R,185,FRA,30.6,7-6(4) 6-3,3,F,88,8,4,72,46,37,11,11,0,1,3,1,61,37,28,11,10,1,3,21,1735,22,1725
2012-375,Montpellier,Hard,28,A,20120130,27,104607,1,,Tomas Berdych,R,196,CZE,26.3,104792,3,,Gael Monfils,R,193,FRA,25.4,6-2 4-6 6-3,3,F,125,12,2,93,58,45,17,14,4,5,11,6,91,56,46,10,13,7,10,7,3700,13,1970
2022-0375,Montpellier,Hard,32,A,20220131,300,122330,6,,Alexander Bublik,R,196,KAZ,24.6,100644,1,,Alexander Zverev,R,198,GER,24.7,6-4 6-3,3,F,69,8,3,48,29,25,8,9,2,3,4,3,57,41,26,5,10,4,8,35,1433,3,7780
2016-0375,Montpellier,Hard,32,A,20160201,300,104755,1,,Richard Gasquet,R,185,FRA,29.6,103908,,,Paul Henri Mathieu,R,185,FRA,34,7-5 6-4,3,F,108,2,3,63,30,23,19,11,2,4,4,1,68,38,25,12,11,3,7,10,2760,93,609
2014-375,Montpellier,Hard,28,A,20140203,27,104792,5,,Gael Monfils,R,193,FRA,27.4,104755,1,,Richard Gasquet,R,185,FRA,27.6,6-4 6-4,3,F,85,9,4,50,28,26,14,10,0,0,0,0,73,55,34,11,10,3,5,30,1245,9,3050
2021-0375,Montpellier,Hard,32,A,20210222,300,105676,2,,David Goffin,R,180,BEL,30.2,105138,1,,Roberto Bautista Agut,R,183,ESP,32.8,5-7 6-4 6-2,3,F,125,13,3,90,56,37,22,15,4,6,7,1,83,56,38,13,15,3,7,15,2600,13,2710
1999-438,Moscow,Carpet,32,A,19991108,31,102338,1,,Yevgeny Kafelnikov,R,190,RUS,25.7,101647,,,Byron Black,R,175,ZIM,30,7-6(2) 6-4,3,F,91,7,2,74,38,27,23,11,2,3,11,4,81,46,32,17,11,7,9,2,3392,80,576
2000-438,Moscow,Carpet,32,A,20001023,31,102338,2,,Yevgeny Kafelnikov,R,190,RUS,26.6,102184,,,David Prinosil,R,185,GER,27.6,6-2 7-5,3,F,77,5,7,56,23,19,17,10,3,5,6,5,62,25,18,13,10,3,8,7,2651,56,685
2013-438,Moscow,Hard,28,A,20131014,27,104755,1,,Richard Gasquet,R,185,FRA,27.3,105062,,Q,Mikhail Kukushkin,R,183,KAZ,25.8,4-6 6-4 6-4,3,F,144,12,1,99,73,48,13,15,9,12,15,1,107,57,38,26,15,7,11,10,3060,102,559
2014-438,Moscow,Hard,28,A,20141013,27,105227,2,,Marin Cilic,R,198,CRO,26,105138,5,,Roberto Bautista Agut,R,183,ESP,26.4,6-4 6-4,3,F,84,10,1,71,47,32,16,10,6,6,2,1,59,40,28,11,10,2,4,8,3945,16,1935
2008-438,Moscow,Hard,32,A,20081006,300,103857,,,Igor Kunitsyn,R,180,RUS,27,103498,7,,Marat Safin,R,193,RUS,28.6,7-6(6) 6-7(4) 6-3,3,F,,,,,,,,,,,,,,,,,,,,71,580,40,865
1998-438,Moscow,Carpet,32,A,19981109,31,102338,2,,Yevgeny Kafelnikov,R,190,RUS,24.7,101964,3,,Goran Ivanisevic,L,193,CRO,27.1,7-6(2) 7-6(5),3,F,85,11,4,75,36,30,25,12,1,3,14,1,70,40,34,14,12,0,2,8,2557,13,1980
2018-M014,Moscow,Hard,32,A,20181015,300,111575,3,,Karen Khachanov,R,198,RUS,22.4,105173,,,Adrian Mannarino,L,183,FRA,30.2,6-2 6-2,3,F,54,6,0,46,36,27,8,8,1,1,3,2,43,30,22,2,8,2,6,26,1640,49,1030
2016-M014,Moscow,Hard,32,A,20161017,300,105807,6,,Pablo Carreno Busta,R,188,ESP,25.2,104926,,,Fabio Fognini,R,178,ITA,29.4,4-6 6-3 6-2,3,F,115,6,1,85,51,35,18,14,3,6,1,6,86,49,33,12,13,2,7,36,1155,50,885
2001-438,Moscow,Carpet,32,A,20011001,31,102338,1,,Yevgeny Kafelnikov,R,190,RUS,27.6,103017,,,Nicolas Kiefer,R,183,GER,24.2,6-4 7-5,3,F,104,6,4,57,28,25,16,11,0,1,4,3,76,35,24,21,11,4,7,6,2670,39,910
2006-438,Moscow,Carpet,32,A,20061009,31,103786,1,,Nikolay Davydenko,R,178,RUS,25.3,103498,,,Marat Safin,R,193,RUS,26.6,6-4 5-7 6-4,3,F,140,2,2,83,59,47,12,16,1,4,7,3,114,67,46,21,16,8,12,5,2590,65,610
2017-M014,Moscow,Hard,32,A,20171016,300,106000,6,,Damir Dzumhur,R,172,BIH,25.4,105575,,PR,Ricardas Berankis,R,175,LTU,27.3,6-2 1-6 6-4,3,F,99,3,5,113,69,42,22,13,18,21,4,0,64,34,26,17,12,1,4,38,1181,169,310
2002-438,Moscow,Carpet,32,A,20020930,31,103908,,Q,Paul Henri Mathieu,R,185,FRA,20.7,102854,7,,Sjeng Schalken,R,193,NED,26,4-6 6-2 6-0,3,F,97,6,3,68,39,31,17,12,3,4,1,5,79,51,34,7,12,1,6,83,477,17,1675
2005-438,Moscow,Carpet,32,A,20051010,31,104214,7,,Igor Andreev,R,185,RUS,22.2,103017,6,,Nicolas Kiefer,R,183,GER,28.2,5-7 7-6(3) 6-2,3,F,194,9,1,111,75,52,14,16,7,11,11,5,95,58,41,14,16,3,8,38,895,37,900
2012-438,Moscow,Hard,28,A,20121015,27,104312,2,,Andreas Seppi,R,190,ITA,28.6,105064,4,,Thomaz Bellucci,L,188,BRA,24.7,3-6 7-6(3) 6-3,3,F,146,2,1,78,54,37,17,14,0,3,13,3,110,72,46,19,16,10,14,25,1415,41,967
2004-438,Moscow,Carpet,32,A,20041011,31,103786,8,,Nikolay Davydenko,R,178,RUS,23.3,102257,,,Greg Rusedski,L,193,GBR,31,3-6 6-3 7-5,3,F,109,1,3,84,68,48,10,15,3,5,11,4,94,55,42,18,15,8,11,43,810,81,498
2015-438,Moscow,Hard,28,A,20151019,27,105227,1,,Marin Cilic,R,198,CRO,27,105138,2,,Roberto Bautista Agut,R,183,ESP,27.5,6-4 6-4,3,F,,9,0,73,40,30,17,10,4,4,5,0,54,40,27,7,10,0,2,14,2190,27,1405
2011-438,Moscow,Hard,28,A,20111017,27,104386,1,,Janko Tipsarevic,R,180,SRB,27.3,104678,2,,Viktor Troicki,R,193,SRB,25.6,6-4 6-2,3,F,88,3,1,47,21,19,15,9,0,1,9,1,73,47,32,6,9,8,12,14,2040,16,1920
2003-438,Moscow,Carpet,32,A,20030929,31,103758,,,Taylor Dent,R,188,USA,22.4,102227,,,Sargis Sargsian,R,180,ARM,30.3,7-6(5) 6-4,3,F,93,6,5,70,36,31,21,11,2,2,1,2,72,46,32,19,11,1,2,45,823,58,638
2019-M014,Moscow,Hard,32,A,20191014,300,126094,6,,Andrey Rublev,R,188,RUS,21.9,105173,7,,Adrian Mannarino,L,183,FRA,31.2,6-4 6-0,3,F,62,7,3,46,32,27,7,8,1,1,2,1,40,18,10,9,8,1,5,31,1341,44,1111
2007-438,Moscow,Hard,32,A,20071008,31,103786,1,,Nikolay Davydenko,R,178,RUS,26.3,103908,4,,Paul Henri Mathieu,R,185,FRA,25.7,7-5 7-6(9),3,F,155,3,9,94,68,43,8,12,8,12,7,3,98,46,32,18,12,6,11,4,3255,24,1180
2009-438,Moscow,Hard,32,A,20091019,31,104022,3,,Mikhail Youzhny,R,183,RUS,27.3,104386,6,,Janko Tipsarevic,R,180,SRB,25.3,6-7(5) 6-0 6-4,3,F,165,14,1,79,49,42,17,14,2,3,8,3,116,71,43,22,14,13,18,30,1200,46,880
2021-0438,Moscow,Hard,32,A,20211018,300,106234,2,,Aslan Karatsev,R,185,RUS,28.1,105227,6,,Marin Cilic,R,198,CRO,33,6-2 6-4,3,F,76,2,2,45,26,24,13,9,1,1,7,1,51,28,20,12,9,4,7,22,2154,41,1365
2010-438,Moscow,Hard,28,A,20101018,27,104678,,,Viktor Troicki,R,193,SRB,24.6,104571,4,,Marcos Baghdatis,R,183,CYP,25.3,3-6 6-4 6-3,3,F,105,7,3,77,46,37,16,14,2,4,7,2,79,40,34,17,14,2,5,43,1020,19,1930
2006-3465,Mumbai,Hard,32,A,20060925,31,104098,4,,Dmitry Tursunov,R,185,RUS,23.7,104607,3,,Tomas Berdych,R,196,CZE,21,6-3 4-6 7-6(5),3,F,165,9,11,102,53,38,22,16,4,9,7,2,96,56,37,20,15,8,13,22,1165,13,1735
2007-3465,Mumbai,Hard,32,A,20070924,31,104755,1,,Richard Gasquet,R,185,FRA,21.2,103694,8,,Olivier Rochus,R,168,BEL,26.6,6-3 6-4,3,F,86,4,3,53,33,28,11,10,0,1,2,2,52,21,13,18,9,2,5,14,1625,66,560
